CustomerID,LookalikeCustomerID,SimilarityScore
C0043,C0077,0.9055685608812339
C0044,C0078,1.0000000000000002
C0044,C0115,0.9833358743073339
C0044,C0042,0.8941782600345121
C0045,C0041,0.9982073785720744
C0045,C0175,0.9947642670358381
C0045,C0173,0.9881507765266225
C0047,C0071,0.9743610600192348
C0047,C0012,0.9254696073549767
C0047,C0043,0.9030378353077204
C0048,C0061,0.9818053916682071
C0048,C0132,0.9526180446126902
C0048,C0092,0.8275789627405129
C0050,C0059,0.9000862208799109
C0050,C0074,0.8978779169632555
C0050,C0127,0.8874990436100177
C0051,C0021,0.9962722962039707
C0051,C0170,0.9864655235219588
C0051,C0122,0.9851358348347993
C0052,C0012,0.9570284840194541
C0052,C0131,0.9517659494509194
C0052,C0073,0.9513468326537784
C0053,C0162,0.9873532471558022
C0053,C0173,0.9787429313826901
C0053,C0145,0.9778588263187656
C0054,C0111,0.953752872177793
C0054,C0097,0.9430845089212072
C0054,C0146,0.942528802555608
C0056,C0032,0.986247891679334
C0056,C0198,0.9827107985541437
C0056,C0072,0.9793353155922901
C0057,C0059,0.9740800305886294
C0057,C0064,0.9007812246389668
C0057,C0184,0.8863955664202106
C0058,C0124,0.9529062884842668
C0058,C0187,0.898429452683279
C0058,C0036,0.8688032272019651
C0059,C0057,0.9740800305886294
C0059,C0050,0.9000862208799109
C0059,C0007,0.8576573059546316
C0060,C0151,0.9980718552877944
C0060,C0097,0.9600369976213505
C0060,C0111,0.9497616544956485
C0061,C0048,0.9818053916682071
C0061,C0132,0.9422158220598024
C0061,C0103,0.832668184797271
C0062,C0002,0.9819755775576138
C0062,C0159,0.9716438134661715
C0062,C0043,0.8950505282499279
C0063,C0116,0.9776749334069381
C0063,C0083,0.9040507155775704
C0063,C0047,0.8745912384298774
C0064,C0001,0.9701093925415559
C0064,C0152,0.9277051116869733
C0064,C0148,0.9083968653748784
C0065,C0037,0.9686772693939414
C0065,C0148,0.8844720411322426
C0065,C0171,0.8671096629685293
C0067,C0024,0.9903269316270019
C0067,C0022,0.9890316571294614
C0067,C0200,0.980592758165143
C0068,C0156,0.9449549586305747
C0068,C0165,0.9357947007742363
C0068,C0004,0.9268418971713761
C0069,C0026,0.9844434539954046
C0069,C0003,0.9512514121375168
C0069,C0005,0.9167054981228708
C0070,C0191,0.9925014252787985
C0070,C0125,0.9265939719290441
C0070,C0019,0.8720330550698606
C0071,C0047,0.9743610600192348
C0071,C0043,0.9083591535376596
C0071,C0121,0.9065110771820178
C0072,C0032,0.9931558899041212
C0072,C0056,0.9793353155922901
C0072,C0198,0.9729641270019734
C0073,C0052,0.9513468326537784
C0073,C0012,0.8976564074028044
C0073,C0047,0.8947113424852633
C0074,C0013,0.9863233729541017
C0074,C0016,0.9721995421705543
C0074,C0183,0.9559276095600481
C0075,C0109,0.9905047460524736
C0075,C0175,0.9840993467079682
C0075,C0113,0.9769996950959389
C0076,C0159,0.9096331442016754
C0076,C0133,0.8932134701181353
C0076,C0167,0.8309272883484716
C0077,C0083,0.9707396404613076
C0077,C0010,0.9196658750948149
C0077,C0142,0.9157523432070817
C0078,C0044,1.0000000000000002
C0078,C0115,0.9833358743073339
C0078,C0042,0.8941782600345121
C0079,C0006,0.9882411076747655
C0079,C0196,0.9687588664143556
C0079,C0185,0.9512891448530518
C0080,C0128,0.9803489675551663
C0080,C0089,0.9648136251175712
C0080,C0146,0.9171454356718903
C0081,C0126,0.9812455531934561
C0081,C0194,0.9750402073869661
C0081,C0192,0.9706186326561366
C0082,C0188,0.9940397376112221
C0082,C0104,0.9937509432292485
C0082,C0141,0.9808341464084033
C0083,C0077,0.9707396404613076
C0083,C0116,0.9052558588062206
C0083,C0063,0.9040507155775704
C0084,C0060,0.8939716688896637
C0084,C0098,0.8878586664662971
C0084,C0151,0.8873481797514183
C0085,C0063,0.8469142547646241
C0085,C0123,0.8465537971402665
C0085,C0116,0.8363986968667925
C0086,C0161,0.9890125025856045
C0086,C0147,0.9877848118772321
C0086,C0181,0.9735333209466998
C0087,C0155,0.9790064609487781
C0087,C0183,0.9428875005078623
C0087,C0107,0.9369887998620144
C0088,C0029,0.9859513522247332
C0088,C0027,0.9786218237100005
C0088,C0194,0.9283757473411235
C0089,C0128,0.9970802207663173
C0089,C0146,0.9896677548989549
C0089,C0080,0.9648136251175712
C0090,C0179,0.9819449769989987
C0090,C0181,0.9733744923259089
C0090,C0008,0.9728186368709808
C0091,C0134,0.9116862819183075
C0091,C0169,0.8724446553185379
C0091,C0106,0.8215080995099915
C0092,C0036,0.9586635717411482
C0092,C0150,0.9427670715108977
C0092,C0187,0.9341389258117944
C0093,C0149,0.9733478006648385
C0093,C0106,0.9280952172708148
C0093,C0090,0.8946815781353192
C0094,C0029,0.965999822790137
C0094,C0088,0.9106409264888741
C0094,C0077,0.9082314386151551
C0095,C0039,0.9956357422409657
C0095,C0172,0.9707726904655744
C0095,C0197,0.9470671303120697
C0096,C0082,0.9090325426817149
C0096,C0100,0.903922086708756
C0096,C0104,0.9013341687057288
C0097,C0111,0.9993944091521145
C0097,C0060,0.9600369976213505
C0097,C0151,0.9500463738691891
C0098,C0060,0.932156231504614
C0098,C0151,0.9296389627347039
C0098,C0116,0.8973239488948791
C0099,C0156,0.971048793779217
C0099,C0101,0.9675494754475386
C0099,C0082,0.9554738121471051
C0100,C0170,0.9872090150210796
C0100,C0051,0.9616887439572358
C0100,C0021,0.9513411516574282
C0101,C0099,0.9675494754475386
C0101,C0156,0.9588831929609204
C0101,C0045,0.9422420271305456
C0102,C0173,0.9980505736779255
C0102,C0145,0.9980315466443048
C0102,C0104,0.9878575700857898
C0103,C0167,0.9723748382836355
C0103,C0135,0.9456702398593513
C0103,C0185,0.8937950730224985
C0104,C0188,0.9967988646345274
C0104,C0082,0.9937509432292485
C0104,C0102,0.9878575700857898
C0106,C0166,0.9704638722710607
C0106,C0093,0.9280952172708148
C0106,C0129,0.908899099494605
C0107,C0011,0.9915375571127143
C0107,C0126,0.9675892931548087
C0107,C0183,0.9425574429854315
C0108,C0053,0.9147241769594913
C0108,C0162,0.8981691959655232
C0108,C0173,0.8960579581559951
C0109,C0075,0.9905047460524736
C0109,C0113,0.9591833356900371
C0109,C0165,0.9555676813473134
C0111,C0097,0.9993944091521145
C0111,C0054,0.953752872177793
C0111,C0060,0.9497616544956485
C0112,C0019,0.9312217078197552
C0112,C0094,0.884610420370212
C0112,C0119,0.8772378912188931
C0113,C0017,0.9989846146973059
C0113,C0008,0.9924905149069552
C0113,C0169,0.984975615398899
C0115,C0044,0.9833358743073339
C0115,C0078,0.9833358743073339
C0115,C0042,0.8961795316053611
C0116,C0063,0.9776749334069381
C0116,C0083,0.9052558588062206
C0116,C0098,0.8973239488948791
C0118,C0184,0.9861481533525192
C0118,C0164,0.9672206189665726
C0118,C0024,0.949348678423853
C0119,C0190,0.9527747000294664
C0119,C0157,0.9478746153651576
C0119,C0121,0.9089986307167165
C0120,C0195,0.8121430395419151
C0120,C0186,0.7825653902260851
C0120,C0130,0.7790014978866207
C0121,C0190,0.9470509166308104
C0121,C0157,0.938224668912845
C0121,C0119,0.9089986307167165
C0122,C0200,0.9965763558870463
C0122,C0021,0.9949749140093754
C0122,C0022,0.9876403825013024
C0123,C0137,0.993974239413015
C0123,C0012,0.9843385943201977
C0123,C0131,0.9397801420069513
C0124,C0187,0.9892881214605989
C0124,C0150,0.976401309871071
C0124,C0036,0.9753120167591567
C0125,C0191,0.9525007350405155
C0125,C0070,0.9265939719290441
C0125,C0186,0.8953457827363738
C0126,C0194,0.9856002879381409
C0126,C0081,0.9812455531934561
C0126,C0107,0.9675892931548087
C0127,C0186,0.9871018468344503
C0127,C0125,0.893094465891225
C0127,C0050,0.8874990436100177
C0128,C0089,0.9970802207663173
C0128,C0080,0.9803489675551663
C0128,C0146,0.976770491328586
C0129,C0166,0.978320970727247
C0129,C0106,0.908899099494605
C0129,C0164,0.8362416747605876
C0130,C0195,0.9984743765711213
C0130,C0009,0.8926641802601195
C0130,C0172,0.8348205750412588
C0131,C0137,0.9631085938745603
C0131,C0015,0.9532307113282753
C0131,C0052,0.9517659494509194
C0132,C0048,0.9526180446126902
C0132,C0061,0.9422158220598024
C0132,C0083,0.8841057417585841
C0133,C0076,0.8932134701181353
C0133,C0143,0.8255956023836142
C0133,C0135,0.8182245775093597
C0134,C0091,0.9116862819183075
C0134,C0030,0.8451234284930788
C0134,C0002,0.8401292117453433
C0135,C0139,0.9527466815848777
C0135,C0167,0.950623009668029
C0135,C0103,0.9456702398593513
C0136,C0160,0.990217733840923
C0136,C0038,0.9809694660798346
C0136,C0073,0.8350652246807558
C0137,C0123,0.993974239413015
C0137,C0012,0.9656290101625389
C0137,C0131,0.9631085938745603
C0138,C0080,0.8905480083145251
C0138,C0078,0.8848735278566365
C0138,C0044,0.8848735278566365
C0139,C0006,0.9685049618276816
C0139,C0135,0.9527466815848777
C0139,C0079,0.9282648274107015
C0140,C0031,0.995156933377708
C0140,C0005,0.9863804255988478
C0140,C0172,0.9093345898791804
C0141,C0082,0.9808341464084033
C0141,C0188,0.9666786812582238
C0141,C0104,0.9549365374577797
C0142,C0176,0.9959798572487562
C0142,C0010,0.9759750826074762
C0142,C0077,0.9157523432070817
C0143,C0096,0.8964062472690726
C0143,C0079,0.867298172955202
C0143,C0196,0.8619614659127532
C0145,C0173,0.9999611633781196
C0145,C0102,0.9980315466443048
C0145,C0045,0.9875741217393788
C0146,C0089,0.9896677548989549
C0146,C0128,0.976770491328586
C0146,C0054,0.942528802555608
C0147,C0161,0.9976497690837782
C0147,C0086,0.9877848118772321
C0147,C0189,0.9689690688982983
C0148,C0104,0.9350023607978415
C0148,C0188,0.9321905361959945
C0148,C0102,0.9318409216132635
C0149,C0093,0.9733478006648385
C0149,C0122,0.8971658785691289
C0149,C0022,0.8966101714994208
C0150,C0036,0.9986164714713868
C0150,C0187,0.9968386452668927
C0150,C0124,0.976401309871071
C0151,C0060,0.9980718552877944
C0151,C0097,0.9500463738691891
C0151,C0111,0.939010837519582
C0152,C0001,0.9800503667985264
C0152,C0177,0.9597563369514439
C0152,C0174,0.9368237981246487
C0153,C0101,0.9066656474368464
C0153,C0099,0.8788608136128185
C0153,C0108,0.8785965801174519
C0155,C0087,0.9790064609487781
C0155,C0099,0.9510460140535104
C0155,C0104,0.9209737568096932
C0156,C0099,0.971048793779217
C0156,C0101,0.9588831929609204
C0156,C0165,0.9492747304326582
C0157,C0190,0.998731587146797
C0157,C0119,0.9478746153651576
C0157,C0121,0.938224668912845
C0158,C0040,0.8962214068247119
C0158,C0184,0.8583654268752827
C0158,C0007,0.8439651983162879
C0159,C0062,0.9716438134661715
C0159,C0002,0.9423902403440381
C0159,C0076,0.9096331442016754
C0160,C0136,0.990217733840923
C0160,C0038,0.9582105788291605
C0160,C0073,0.867433423708695
C0161,C0147,0.9976497690837782
C0161,C0086,0.9890125025856045
C0161,C0179,0.9832930650463336
C0162,C0017,0.9880088551042361
C0162,C0053,0.9873532471558022
C0162,C0008,0.9857382273954626
C0163,C0148,0.909869701642866
C0163,C0188,0.8944555656466076
C0163,C0082,0.8941797332738834
C0164,C0118,0.9672206189665726
C0164,C0086,0.9551149758492007
C0164,C0179,0.9357991650972253
C0165,C0075,0.9596792668386493
C0165,C0109,0.9555676813473134
C0165,C0156,0.9492747304326582
C0166,C0129,0.978320970727247
C0166,C0106,0.9704638722710607
C0166,C0189,0.8627448497075937
C0167,C0103,0.9723748382836355
C0167,C0135,0.950623009668029
C0167,C0178,0.9008038683056082
C0168,C0023,0.9910841578510835
C0168,C0016,0.876649144585629
C0168,C0050,0.8717144553999313
C0169,C0017,0.9853932957075685
C0169,C0113,0.984975615398899
C0169,C0008,0.9835037828605794
C0170,C0100,0.9872090150210796
C0170,C0051,0.9864655235219588
C0170,C0021,0.9847841096663149
C0171,C0065,0.8671096629685293
C0171,C0141,0.8611141475449273
C0171,C0082,0.8383893102124446
C0172,C0039,0.9874337530782366
C0172,C0095,0.9707726904655744
C0172,C0140,0.9093345898791804
C0173,C0145,0.9999611633781196
C0173,C0102,0.9980505736779255
C0173,C0045,0.9881507765266225
C0174,C0152,0.9368237981246487
C0174,C0177,0.9356220668164376
C0174,C0157,0.930859341608305
C0175,C0045,0.9947642670358381
C0175,C0041,0.9939743462543472
C0175,C0075,0.9840993467079682
C0176,C0142,0.9959798572487562
C0176,C0010,0.9742664324405816
C0176,C0030,0.8886061163100434
C0177,C0152,0.9597563369514439
C0177,C0174,0.9356220668164376
C0177,C0001,0.922494559264252
C0178,C0025,0.9279858487960368
C0178,C0030,0.9163929674042376
C0178,C0167,0.9008038683056082
C0179,C0181,0.9933526464670073
C0179,C0161,0.9832930650463336
C0179,C0090,0.9819449769989987
C0181,C0179,0.9933526464670073
C0181,C0161,0.9816283046230239
C0181,C0086,0.9735333209466998
C0183,C0013,0.9877130656693945
C0183,C0016,0.9838180348762404
C0183,C0074,0.9559276095600481
C0184,C0118,0.9861481533525192
C0184,C0024,0.9429104968300874
C0184,C0100,0.9221803942082837
C0185,C0079,0.9512891448530518
C0185,C0196,0.9319986704680796
C0185,C0006,0.9174761776767165
C0186,C0127,0.9871018468344503
C0186,C0125,0.8953457827363738
C0186,C0050,0.8228278476879229
C0187,C0150,0.9968386452668927
C0187,C0036,0.9940235827850077
C0187,C0124,0.9892881214605989
C0188,C0104,0.9967988646345274
C0188,C0082,0.9940397376112221
C0188,C0102,0.9868626896889466
C0189,C0147,0.9689690688982983
C0189,C0086,0.9641430741518655
C0189,C0161,0.958139129254835
C0190,C0157,0.998731587146797
C0190,C0119,0.9527747000294664
C0190,C0121,0.9470509166308104
C0191,C0070,0.9925014252787985
C0191,C0125,0.9525007350405155
C0191,C0019,0.8827012354982162
C0192,C0081,0.9706186326561366
C0192,C0194,0.9167379005581723
C0192,C0126,0.9067650716458612
C0193,C0191,0.6848468616731762
C0193,C0070,0.6848069084146788
C0193,C0019,0.6786544942254435
C0194,C0126,0.9856002879381409
C0194,C0081,0.9750402073869661
C0194,C0027,0.944824866064353
C0195,C0130,0.9984743765711213
C0195,C0009,0.8938095011557745
C0195,C0172,0.8281229583818722
C0196,C0079,0.9687588664143556
C0196,C0185,0.9319986704680796
C0196,C0006,0.9242482764382657
C0197,C0199,0.9821896961503185
C0197,C0003,0.9563843154485089
C0197,C0095,0.9470671303120697
C0198,C0032,0.9889858705642848
C0198,C0056,0.9827107985541437
C0198,C0072,0.9729641270019734
C0199,C0197,0.9821896961503185
C0199,C0003,0.9732374559048412
C0199,C0095,0.9249480107006006
C0200,C0122,0.9965763558870463
C0200,C0022,0.99304370937416
C0200,C0021,0.9902534993550557
